timestamp,datetime,ap-southeast-2,eu-central-1,eu-west-3,us-east-1,us-east-2,us-west-1
1663830000,22-09-2022 03:00,288,73,24,263,93,76
1663833600,22-09-2022 04:00,313,106,33,184,73,80
1663837200,22-09-2022 05:00,312,167,60,119,49,73
1663840800,22-09-2022 06:00,325,248,95,77,32,56
1663844400,22-09-2022 07:00,327,321,135,54,24,41
1663848000,22-09-2022 08:00,313,355,158,43,14,30
1663851600,22-09-2022 09:00,312,380,171,42,11,23
1663855200,22-09-2022 10:00,309,388,176,60,11,17
1663858800,22-09-2022 11:00,333,401,185,102,15,14
1663862400,22-09-2022 12:00,361,409,190,149,24,14
1663866000,22-09-2022 13:00,374,392,198,186,37,22
1663869600,22-09-2022 14:00,383,381,203,213,48,29
1663873200,22-09-2022 15:00,337,385,198,224,54,38
1663876800,22-09-2022 16:00,282,397,196,226,58,46
1663880400,22-09-2022 17:00,218,415,211,241,60,49
1663884000,22-09-2022 18:00,158,450,207,243,61,52
1663887600,22-09-2022 19:00,152,716,337,339,87,77
1663891200,22-09-2022 20:00,108,678,341,325,85,77
1663894800,22-09-2022 21:00,104,536,288,316,85,76
1663898400,22-09-2022 22:00,130,352,186,324,87,72
1663902000,22-09-2022 23:00,181,205,107,344,90,75
1663905600,23-09-2022 00:00,245,121,65,401,100,80
1663909200,23-09-2022 01:00,301,88,39,434,107,83
1663912800,23-09-2022 02:00,339,78,30,415,119,89
1663916400,23-09-2022 03:00,369,95,27,325,111,99
1663920000,23-09-2022 04:00,390,136,38,225,90,101
1663923600,23-09-2022 05:00,390,219,70,145,60,94
1663927200,23-09-2022 06:00,399,329,111,92,38,73
1663930800,23-09-2022 07:00,405,416,157,64,23,50
1663934400,23-09-2022 08:00,388,446,182,52,16,37
1663938000,23-09-2022 09:00,384,463,193,53,12,27
1663941600,23-09-2022 10:00,409,462,196,72,12,22
1663945200,23-09-2022 11:00,464,480,213,121,18,18
1663948800,23-09-2022 12:00,447,472,218,178,29,18
1663952400,23-09-2022 13:00,458,438,214,217,45,23
1663956000,23-09-2022 14:00,453,429,217,239,55,34
1663959600,23-09-2022 15:00,393,427,210,243,62,45
1663963200,23-09-2022 16:00,327,445,206,250,65,55
1663966800,23-09-2022 17:00,248,466,216,256,67,58
1663970400,23-09-2022 18:00,192,535,224,267,70,61
1663974000,23-09-2022 19:00,132,606,275,269,69,61
1663977600,23-09-2022 20:00,96,569,282,262,69,63
1663981200,23-09-2022 21:00,90,511,261,263,69,67
1663984800,23-09-2022 22:00,106,347,195,264,73,66
1663988400,23-09-2022 23:00,146,216,116,277,72,67
1663992000,24-09-2022 00:00,190,139,78,323,76,70
1663995600,24-09-2022 01:00,245,93,45,356,86,76
1663999200,24-09-2022 02:00,280,75,33,347,93,79
1664002800,24-09-2022 03:00,312,75,26,297,93,92
1664006400,24-09-2022 04:00,355,98,32,225,81,94
1664010000,24-09-2022 05:00,365,148,49,151,61,90
1664013600,24-09-2022 06:00,377,227,86,100,41,72
1664017200,24-09-2022 07:00,392,312,129,68,26,55
1664020800,24-09-2022 08:00,366,372,162,51,17,38
1664024400,24-09-2022 09:00,369,398,180,47,12,29
1664028000,24-09-2022 10:00,375,423,191,54,11,22
1664031600,24-09-2022 11:00,399,428,203,87,13,18
1664035200,24-09-2022 12:00,413,448,223,136,20,17
1664038800,24-09-2022 13:00,434,446,227,178,34,20
1664042400,24-09-2022 14:00,421,447,223,209,48,31
1664046000,24-09-2022 15:00,398,438,221,225,54,43
1664049600,24-09-2022 16:00,324,456,218,243,60,52
1664053200,24-09-2022 17:00,260,481,227,247,65,56
1664056800,24-09-2022 18:00,198,564,232,259,68,60
1664060400,24-09-2022 19:00,137,603,264,261,69,63
1664064000,24-09-2022 20:00,95,620,275,264,71,65
1664067600,24-09-2022 21:00,85,522,264,268,71,65
1664071200,24-09-2022 22:00,101,381,206,274,74,68
1664074800,24-09-2022 23:00,132,238,126,284,78,71
1664078400,25-09-2022 00:00,176,144,75,320,77,73
1664082000,25-09-2022 01:00,211,95,48,356,87,74
1664085600,25-09-2022 02:00,250,73,32,367,93,78
1664089200,25-09-2022 03:00,289,69,26,301,94,88
1664092800,25-09-2022 04:00,327,86,27,232,81,91
1664096400,25-09-2022 05:00,339,133,43,159,63,88
1664100000,25-09-2022 06:00,356,217,74,107,42,74
1664103600,25-09-2022 07:00,368,311,124,72,27,54
1664107200,25-09-2022 08:00,374,399,165,54,18,42
1664110800,25-09-2022 09:00,380,440,193,45,14,29
1664114400,25-09-2022 10:00,391,459,208,50,10,21
1664118000,25-09-2022 11:00,429,482,219,72,12,16
1664121600,25-09-2022 12:00,443,493,237,124,18,15
1664125200,25-09-2022 13:00,462,471,240,176,30,19
1664128800,25-09-2022 14:00,435,481,241,213,45,27
1664132400,25-09-2022 15:00,405,498,241,238,52,42
1664136000,25-09-2022 16:00,317,506,244,251,59,51
1664139600,25-09-2022 17:00,233,544,254,277,67,58
1664143200,25-09-2022 18:00,172,580,264,289,71,60
1664146800,25-09-2022 19:00,121,625,321,293,74,61
1664150400,25-09-2022 20:00,85,595,309,288,74,64
1664154000,25-09-2022 21:00,82,490,264,310,79,74
1664157600,25-09-2022 22:00,105,313,181,313,79,72
1664161200,25-09-2022 23:00,137,185,105,333,81,70
1664164800,26-09-2022 00:00,171,114,61,366,88,80
1664168400,26-09-2022 01:00,234,79,39,399,95,79
1664172000,26-09-2022 02:00,277,67,27,355,102,81
1664175600,26-09-2022 03:00,310,84,23,294,94,91
1664179200,26-09-2022 04:00,331,116,33,204,78,92
1664182800,26-09-2022 05:00,333,181,60,135,54,81
1664186400,26-09-2022 06:00,345,272,96,91,36,66
1664190000,26-09-2022 07:00,346,355,138,59,22,46
1664193600,26-09-2022 08:00,347,398,171,48,15,34
1664197200,26-09-2022 09:00,333,428,185,49,11,27
1664200800,26-09-2022 10:00,338,441,191,62,11,18
1664204400,26-09-2022 11:00,369,462,207,106,15,15
1664208000,26-09-2022 12:00,404,473,212,162,23,16
1664211600,26-09-2022 13:00,426,451,211,200,39,20
1664215200,26-09-2022 14:00,419,444,221,234,49,30
1664218800,26-09-2022 15:00,366,449,216,246,58,41
1664222400,26-09-2022 16:00,291,466,216,250,61,51
1664226000,26-09-2022 17:00,228,490,226,263,64,55
1664229600,26-09-2022 18:00,159,534,241,274,65,59
1664233200,26-09-2022 19:00,109,570,293,266,68,58
1664236800,26-09-2022 20:00,78,515,298,268,68,62
1664240400,26-09-2022 21:00,77,436,255,264,70,64
1664244000,26-09-2022 22:00,100,280,157,269,70,62
1664247600,26-09-2022 23:00,137,168,94,294,73,63
1664251200,27-09-2022 00:00,176,104,54,337,81,66
1664254800,27-09-2022 01:00,235,73,34,369,91,69
1664258400,27-09-2022 02:00,268,67,25,337,95,71
1664262000,27-09-2022 03:00,307,78,23,276,95,85
1664265600,27-09-2022 04:00,328,113,32,191,74,86
1664269200,27-09-2022 05:00,323,181,59,119,50,74
1664272800,27-09-2022 06:00,349,277,93,78,30,60
1664276400,27-09-2022 07:00,345,352,135,56,19,42
1664280000,27-09-2022 08:00,336,385,159,46,13,30
1664283600,27-09-2022 09:00,328,410,175,44,10,22
1664287200,27-09-2022 10:00,336,422,176,63,10,18
1664290800,27-09-2022 11:00,360,439,188,104,15,15
1664294400,27-09-2022 12:00,407,439,197,152,24,15
1664298000,27-09-2022 13:00,416,426,200,191,37,20
1664301600,27-09-2022 14:00,421,439,207,220,47,28
1664305200,27-09-2022 15:00,361,434,203,225,54,37
1664308800,27-09-2022 16:00,290,448,203,233,56,48
1664312400,27-09-2022 17:00,221,470,209,245,61,51
1664316000,27-09-2022 18:00,157,531,223,248,61,54
1664319600,27-09-2022 19:00,110,545,263,247,64,55
1664323200,27-09-2022 20:00,79,515,284,255,63,59
1664326800,27-09-2022 21:00,75,438,238,248,66,61
1664330400,27-09-2022 22:00,100,283,153,257,69,60
1664334000,27-09-2022 23:00,134,167,88,282,71,59
1664337600,28-09-2022 00:00,179,103,52,319,78,61
1664341200,28-09-2022 01:00,232,74,34,351,88,64
1664344800,28-09-2022 02:00,271,64,24,336,96,69
1664348400,28-09-2022 03:00,300,82,23,276,92,79
1664352000,28-09-2022 04:00,316,113,31,188,73,85
1664355600,28-09-2022 05:00,318,179,57,120,49,74
1664359200,28-09-2022 06:00,331,263,91,78,30,58
1664362800,28-09-2022 07:00,338,336,130,53,20,41
1664366400,28-09-2022 08:00,328,371,158,42,12,29
1664370000,28-09-2022 09:00,323,392,172,43,10,22
1664373600,28-09-2022 10:00,335,409,176,61,10,16
1664377200,28-09-2022 11:00,349,414,187,103,15,14
1664380800,28-09-2022 12:00,402,427,197,150,24,15
1664384400,28-09-2022 13:00,404,409,200,188,38,20
1664388000,28-09-2022 14:00,391,407,207,216,48,30
1664391600,28-09-2022 15:00,344,410,205,224,54,39
1664395200,28-09-2022 16:00,275,427,201,232,58,46
1664398800,28-09-2022 17:00,218,451,205,238,60,51
1664402400,28-09-2022 18:00,150,483,217,250,61,53
1664406000,28-09-2022 19:00,104,531,288,246,63,55
1664409600,28-09-2022 20:00,77,504,296,247,64,57
1664413200,28-09-2022 21:00,76,411,257,249,68,61
1664416800,28-09-2022 22:00,100,277,169,262,70,59
1664420400,28-09-2022 23:00,136,164,97,280,73,61
1664424000,29-09-2022 00:00,172,100,55,313,76,63
1664427600,29-09-2022 01:00,231,70,34,351,86,66
1664431200,29-09-2022 02:00,265,64,25,340,99,76
1664434800,29-09-2022 03:00,292,75,24,271,95,85
1664438400,29-09-2022 04:00,309,107,35,189,73,83
1664442000,29-09-2022 05:00,312,173,63,121,49,77
1664445600,29-09-2022 06:00,325,265,100,79,31,61
1664449200,29-09-2022 07:00,323,335,144,56,19,42
1664452800,29-09-2022 08:00,309,371,167,45,13,31
1664456400,29-09-2022 09:00,312,391,180,45,10,23
1664460000,29-09-2022 10:00,317,394,176,64,10,17
1664463600,29-09-2022 11:00,336,413,188,105,15,15
1664467200,29-09-2022 12:00,369,417,195,153,25,15
1664470800,29-09-2022 13:00,379,402,197,190,39,22
1664474400,29-09-2022 14:00,382,394,214,218,50,31
1664478000,29-09-2022 15:00,337,405,211,229,56,41
1664481600,29-09-2022 16:00,276,423,211,232,57,51
1664485200,29-09-2022 17:00,214,457,220,241,61,54
1664488800,29-09-2022 18:00,154,496,226,252,62,58
1664492400,29-09-2022 19:00,146,756,354,335,86,79
1664496000,29-09-2022 20:00,106,716,366,323,81,81
1664499600,29-09-2022 21:00,107,552,299,318,84,81
1664503200,29-09-2022 22:00,141,370,197,320,87,79
1664506800,29-09-2022 23:00,186,215,114,344,90,80
1664510400,30-09-2022 00:00,239,130,65,399,95,83
1664514000,30-09-2022 01:00,283,88,41,428,106,85
1664517600,30-09-2022 02:00,311,80,31,459,125,97
1664521200,30-09-2022 03:00,351,91,28,366,116,112
1664524800,30-09-2022 04:00,369,132,40,230,87,106
1664528400,30-09-2022 05:00,362,213,72,152,58,95
1664532000,30-09-2022 06:00,373,318,111,96,36,75
1664535600,30-09-2022 07:00,369,402,160,65,24,54
1664539200,30-09-2022 08:00,388,440,180,52,16,39
1664542800,30-09-2022 09:00,370,458,195,52,12,28
1664546400,30-09-2022 10:00,378,466,198,70,12,21
1664550000,30-09-2022 11:00,406,469,212,121,17,17
1664553600,30-09-2022 12:00,423,469,218,176,29,18
1664557200,30-09-2022 13:00,460,502,223,217,42,24
1664560800,30-09-2022 14:00,437,446,223,243,55,35
1664564400,30-09-2022 15:00,381,443,213,250,59,45
1664568000,30-09-2022 16:00,326,470,212,256,65,58
1664571600,30-09-2022 17:00,253,493,214,264,65,63
